Taxon,Parameter,Value,Abundance,Date,Location
Lemna trisulca,HCO3,122,2,02/08/2012,ST_418120
Lemna trisulca,pH,7.5,3,23/08/2010,ST_419365
Lemna trisulca,pH,7.2,1,20/07/2011,SN_OBF16360
Lemna trisulca,TP,0.04,1,20/07/2011,SN_OBF16360
Lemna trisulca,HCO3,201.4,1,11/09/2012,ST_416625
Lemna trisulca,pH,7.3,1,20/07/2011,SN_OBF16360
Lemna trisulca,pH,8.1,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TP,0.11,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,HCO3,366.1,1,11/07/2012,ST_410935
Lemna trisulca,HCO3,116,1,12/07/2014,ST_410452
Lemna trisulca,TP,0.07,5,16/09/2008,ST_411735
Lemna trisulca,pH,7.6,1,23/05/2011,BY_3195
Lemna trisulca,pH,8.3,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TN,3.2,3,13/06/2009,NI_36762106
Lemna trisulca,HCO3,120,4,06/09/2006,SN_OBF16080
Lemna trisulca,TN,10.6,3,08/07/2010,ST_414220
Lemna trisulca,HCO3,195.3,1,11/09/2012,ST_416625
Lemna trisulca,pH,7.2,2,04/08/2009,ST_415850
Lemna trisulca,pH,7.7,2,28/08/2009,ST_313587
Lemna trisulca,TP,0.02,2,16/09/2010,NW_308055
Lemna trisulca,TP,0.07,2,03/08/2009,ST_2152030
Lemna trisulca,TP,0.07,4,23/08/2010,ST_419365
Lemna trisulca,TP,0.06,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,pH,7.9,1,23/05/2011,BY_3195
Lemna trisulca,pH,7.8,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,HCO3,146.4,2,11/08/2011,ST_417760
Lemna trisulca,TN,7.28,3,23/08/2010,MV_KLRAND_3
Lemna trisulca,pH,7.1,1,20/07/2011,SN_OBF16360
Lemna trisulca,pH,7.6,4,07/08/2011,NW_791830
Lemna trisulca,TP,0.1,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.9,1,23/05/2011,BY_3195
Lemna trisulca,pH,7.8,5,16/09/2008,ST_411735
Lemna trisulca,TP,0.11,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,HCO3,140,1,12/07/2014,ST_418145
Lemna trisulca,HCO3,152.5,4,30/07/2012,ST_410150
Lemna trisulca,TN,3.97,3,23/08/2010,MV_KLRAND_3
Lemna trisulca,TP,0.043,1,20/07/2011,SN_OBF16360
Lemna trisulca,pH,7.3,1,19/06/2012,ST_2155022
Lemna trisulca,pH,7.4,1,19/06/2012,ST_2155022
Lemna trisulca,TN,0.8,2,28/08/2009,ST_313587
Lemna trisulca,pH,7.7,2,02/09/2009,ST_416541
Lemna trisulca,TP,0.04,1,22/06/2012,ST_2154005
Lemna trisulca,HCO3,311.2,1,22/08/2012,ST_417540
Lemna trisulca,pH,7.1,2,16/09/2010,NW_308055
Lemna trisulca,HCO3,67.1,1,22/06/2012,ST_2154005
Lemna trisulca,TN,0.9,2,11/08/2011,ST_417760
Lemna trisulca,TN,0.63,2,11/08/2011,ST_417760
Lemna trisulca,pH,7.7,1,23/05/2011,BY_3195
Lemna trisulca,pH,7.3,2,05/08/2009,ST_415800
Lemna trisulca,TN,2.2,2,11/08/2011,ST_417760
Lemna trisulca,pH,7.4,3,02/08/2012,ST_418120
Lemna trisulca,TP,0.12,1,18/08/2009,ST_410412
Lemna trisulca,HCO3,341.7,1,22/08/2012,ST_417540
Lemna trisulca,TN,4.3,3,13/06/2009,NI_36762106
Lemna trisulca,pH,7.9,1,04/08/2011,NW_320018
Lemna trisulca,TP,0.05,5,16/09/2008,ST_411735
Lemna trisulca,TP,0.06,3,26/09/2008,ST_417790
Lemna trisulca,pH,7.7,4,06/09/2006,SN_OBF16080
Lemna trisulca,pH,7.2,4,06/09/2006,SN_OBF16080
Lemna trisulca,TP,0.09,2,05/08/2009,ST_415800
Lemna trisulca,TP,0.19,1,23/05/2011,BY_3195
Lemna trisulca,pH,7.7,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.055,1,20/07/2011,SN_OBF16360
Lemna trisulca,TP,0.052,1,20/07/2011,SN_OBF16360
Lemna trisulca,pH,7.4,2,02/08/2012,ST_418120
Lemna trisulca,TP,0.04,5,05/09/2012,ST_416050
Lemna trisulca,TN,9.7,3,08/07/2010,ST_414220
Lemna trisulca,TP,0.14,1,23/05/2011,BY_3195
Lemna trisulca,TN,3.1,2,28/08/2009,ST_313587
Lemna trisulca,TN,0.9,2,28/08/2009,ST_313587
Lemna trisulca,pH,7.8,3,13/09/2011,NW_752824
Lemna trisulca,pH,7.6,1,18/08/2009,ST_410412
Lemna trisulca,TP,0.2,3,25/07/2011,ST_417745
Lemna trisulca,TN,10.9,3,23/08/2010,MV_KLRAND_3
Lemna trisulca,TP,0.07,4,07/08/2011,NW_791830
Lemna trisulca,pH,7.1,1,19/06/2012,ST_2155022
Lemna trisulca,TP,0.16,4,30/07/2012,ST_410150
Lemna trisulca,TN,0.5,1,22/06/2012,ST_2154005
Lemna trisulca,TP,0.15,3,13/09/2011,NW_752824
Lemna trisulca,TN,6,1,20/07/2011,SN_OBF16360
Lemna trisulca,TN,2.4,1,20/07/2011,SN_OBF16360
Lemna trisulca,TP,0.24,4,06/09/2006,SN_OBF16080
Lemna trisulca,TN,1.4,4,29/08/2009,MV_POETTE_1
Lemna trisulca,TN,4,1,19/09/2011,NW_612704
Lemna trisulca,TN,4.1,1,19/09/2011,NW_612704
Lemna trisulca,TN,1.1,2,28/08/2009,ST_313587
Lemna trisulca,pH,8,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.2,3,02/08/2012,ST_418120
Lemna trisulca,TN,2.58,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TP,0.09,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.7,4,07/08/2011,NW_791830
Lemna trisulca,pH,8,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TN,0.7,2,11/08/2011,ST_417760
Lemna trisulca,TN,7.96,3,08/07/2010,ST_414220
Lemna trisulca,TN,4.9,1,20/07/2011,SN_OBF16360
Lemna trisulca,TN,2.2,1,20/07/2011,SN_OBF16360
Lemna trisulca,TN,6.53,3,23/08/2010,MV_KLRAND_3
Lemna trisulca,TN,1.78,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TN,1.2,1,19/06/2012,ST_2155022
Lemna trisulca,TP,0.16,3,11/09/2014,ST_411221
Lemna trisulca,TN,4.1,1,20/07/2011,SN_OBF16360
Lemna trisulca,TP,0.13,1,18/08/2009,ST_410412
Lemna trisulca,pH,7.3,2,16/09/2010,NW_308055
Lemna trisulca,TN,2.4,1,22/06/2012,ST_2154005
Lemna trisulca,TN,1.9,4,07/08/2011,NW_791830
Lemna trisulca,pH,7.6,3,26/09/2008,ST_417790
Lemna trisulca,pH,8.1,3,13/09/2011,NW_752824
Lemna trisulca,TN,1.2,4,07/08/2011,NW_791830
Lemna trisulca,pH,7.4,3,25/07/2011,ST_417745
Lemna trisulca,TP,0.06,3,07/09/2010,ST_417190
Lemna trisulca,pH,7.9,3,11/09/2014,ST_411221
Lemna trisulca,pH,8.1,2,28/08/2009,ST_313587
Lemna trisulca,HCO3,85.4,1,22/06/2012,ST_2154005
Lemna trisulca,TN,0.125,4,07/08/2011,NW_791830
Lemna trisulca,TP,0.09,1,16/08/2011,ST_413715
Lemna trisulca,pH,7.3,3,07/09/2010,ST_417190
Lemna trisulca,TN,3.9,3,13/06/2009,NI_36762106
Lemna trisulca,TP,0.1,3,26/09/2008,ST_417790
Lemna trisulca,pH,8.1,3,11/09/2014,ST_411221
Lemna trisulca,HCO3,353.9,2,28/08/2009,ST_313587
Lemna trisulca,TN,3,4,07/08/2011,NW_791830
Lemna trisulca,TN,7.56,1,25/08/2010,MV_ROTBÄK_1
Lemna trisulca,TP,0.51,2,28/08/2009,ST_313587
Lemna trisulca,TN,0.0375,2,13/08/2010,ST_417100
Lemna trisulca,pH,8,3,11/09/2014,ST_411221
Lemna trisulca,pH,8,4,30/07/2012,ST_410150
Lemna trisulca,pH,7.2,4,29/08/2008,ST_417875
Lemna trisulca,HCO3,122,3,02/08/2012,ST_418120
Lemna trisulca,HCO3,89,1,20/07/2011,SN_OBF16360
Lemna trisulca,HCO3,231.9,1,30/08/2012,ST_417435
Lemna trisulca,TP,0.11,1,19/06/2012,ST_2155022
Lemna trisulca,pH,8.5,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.11,2,04/08/2009,ST_415850
Lemna trisulca,HCO3,256,3,11/09/2014,ST_411221
Lemna trisulca,TP,0.07,3,26/09/2008,ST_417790
Lemna trisulca,TP,0.02,4,07/08/2011,NW_791830
Lemna trisulca,pH,7.8,3,26/09/2008,ST_417790
Lemna trisulca,pH,7.8,2,28/08/2009,ST_313587
Lemna trisulca,pH,7.5,3,26/09/2008,ST_417790
Lemna trisulca,HCO3,286.8,2,28/08/2009,ST_313587
Lemna trisulca,HCO3,100,1,20/07/2011,SN_OBF16360
Lemna trisulca,HCO3,244,3,11/09/2014,ST_411221
Lemna trisulca,pH,7.9,2,28/08/2009,ST_313587
Lemna trisulca,TN,0.6,1,22/06/2012,ST_2154005
Lemna trisulca,TP,0.2,2,02/08/2012,ST_418120
Lemna trisulca,HCO3,292.9,2,28/08/2009,ST_313587
Lemna trisulca,TP,0.3,2,28/08/2009,ST_313587
Lemna trisulca,TP,0.38,2,28/08/2009,ST_313587
Lemna trisulca,HCO3,341.7,2,28/08/2009,ST_313587
Lemna trisulca,TP,0.03,4,29/08/2008,ST_417875
Lemna trisulca,pH,7.5,1,18/08/2009,ST_410412
Lemna trisulca,pH,8.2,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.13,3,11/09/2014,ST_411221
Lemna trisulca,pH,6.5,1,16/08/2011,ST_413715
Lemna trisulca,TP,0.03,4,07/08/2011,NW_791830
Lemna trisulca,HCO3,74,1,20/07/2011,SN_OBF16360
Lemna trisulca,TP,0.05,1,04/08/2009,ST_415674
Lemna trisulca,TN,0.5,2,13/08/2010,ST_417100
Lemna trisulca,TP,0.2,2,28/08/2009,ST_313587
Lemna trisulca,TN,1.5,2,13/08/2010,ST_417100
Lemna trisulca,HCO3,232,3,11/09/2014,ST_411221
Lemna trisulca,pH,7.5,1,04/08/2009,ST_415674
Lemna trisulca,TP,0.09,3,13/09/2011,NW_752824
Lemna trisulca,HCO3,85,1,20/07/2011,SN_OBF16360
Lemna trisulca,pH,7.5,3,25/07/2011,ST_417745
Lemna trisulca,TN,10.8,2,23/08/2010,MV_RADELB_2
Lemna trisulca,HCO3,171,4,12/07/2014,ST_413490
Lemna trisulca,HCO3,87,1,20/07/2011,SN_OBF16360
Lemna trisulca,TN,1.75,1,16/08/2011,ST_413715
Lemna trisulca,TP,0.12,3,13/09/2011,NW_752824
Lemna trisulca,TN,0.8,2,13/08/2010,ST_417100
Lemna trisulca,TP,0.11,4,29/08/2008,ST_417875
Lemna trisulca,TP,0.1,3,13/09/2011,NW_752824
Lemna trisulca,pH,6.9,4,29/08/2008,ST_417875
Lemna trisulca,TN,9.85,2,23/08/2010,MV_RADELB_2
Lemna trisulca,TP,0.04,4,29/08/2008,ST_417875
Lemna trisulca,HCO3,170.8,2,05/08/2009,ST_415800
Lemna trisulca,TP,0.08,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.07,3,13/09/2011,NW_752824
Lemna trisulca,TN,8.31,2,23/08/2010,MV_RADELB_2
Lemna turionifera,TN,0.5,2,24/09/2009,NW_314110
Lemna turionifera,pH,8.4,2,24/09/2009,NW_314110
Lemna turionifera,TP,0.03,2,24/09/2009,NW_314110
Lemna turionifera,TN,0.125,2,24/09/2009,NW_314110
Lemna turionifera,pH,7.8,1,10/08/2011,NW_308031
Lemna turionifera,TP,0.04,2,24/09/2009,NW_314110
Lemna turionifera,pH,8.22,2,24/09/2009,NW_314110
Lemna turionifera,TN,0.95,3,29/08/2009,MV_POETTE_1
Lemna turionifera,TN,0.69,3,29/08/2009,MV_POETTE_1
Lemna turionifera,pH,8.2,2,24/09/2009,NW_314110
Lemna turionifera,TN,0.97,3,29/08/2009,MV_POETTE_1
Lemna turionifera,TN,1.4,3,29/08/2009,MV_POETTE_1
Myriophyllum alterniflorum,pH,7.63,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,pH,7.44,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,pH,6.9,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,TP,0.07,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,TP,0.01,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,TP,0.13,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,pH,8,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.075,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,pH,7.9,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,pH,8.3,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.21,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TN,2.53,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,pH,7.7,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,TN,8.4,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,pH,8.2,2,29/07/2009,NW_544401
Myriophyllum alterniflorum,pH,7.2,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TN,2.24,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,pH,8.2,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.16,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.07,1,03/08/2009,ST_2152030
Myriophyllum alterniflorum,pH,7.4,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,pH,7.7,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,5.2,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TN,6.6,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.09,2,29/07/2009,NW_544401
Myriophyllum alterniflorum,TP,0.084,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,TP,0.086,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,pH,7.6,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,pH,7.6,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TP,0.03,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,TN,5.5,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,TP,0.18,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TP,0.088,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,pH,7.3,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,2.61,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,TN,1.4,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,pH,7.5,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TN,9,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TN,8.3,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,pH,7.4,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,pH,7.5,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,pH,7.57,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,HCO3,370,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,pH,6.8,1,03/08/2009,ST_2152030
Myriophyllum alterniflorum,pH,7,1,03/08/2009,ST_2152030
Myriophyllum alterniflorum,pH,7.8,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TP,0.1,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,pH,7.5,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,HCO3,380,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,pH,7.3,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,TP,0.2,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TP,0.12,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,2.8,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,TN,3.01,3,01/09/2010,NW_285705
Myriophyllum alterniflorum,pH,7.6,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,TP,0.31,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TP,0.072,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,TN,1.6,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,TN,3,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,pH,7.44,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,TN,1.6,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TP,0.15,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,HCO3,200,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TN,2.1,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TP,0.11,1,03/08/2009,ST_2152030
Myriophyllum alterniflorum,TN,3.4,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,TN,1.3,2,07/08/2012,NI_59522277
Myriophyllum alterniflorum,pH,7.5,1,16/07/2010,NI_59582348
Myriophyllum alterniflorum,TN,1.2,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,HCO3,350,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TN,1.8,4,27/09/2006,RP_2378892900
Myriophyllum alterniflorum,TP,0.13,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,pH,7.5,1,05/09/2010,NW_289802
Myriophyllum alterniflorum,HCO3,310,3,01/09/2009,SN_OBF29300
Myriophyllum alterniflorum,TN,1.6,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,1.3,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,2.3,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TN,2.2,2,07/08/2012,NI_59522280
Myriophyllum alterniflorum,TP,0.24,3,01/09/2009,SN_OBF29300
Myriophyllum aquaticum,pH,7.4,2,22/05/2012,NW_238569
Myriophyllum aquaticum,pH,7.44,2,22/05/2012,NW_238569
Myriophyllum aquaticum,pH,7.7,2,22/05/2012,NW_238569
Myriophyllum aquaticum,TN,1.94,2,22/05/2012,NW_238569
Myriophyllum aquaticum,TN,2.02,2,22/05/2012,NW_238569
Myriophyllum aquaticum,pH,7.6,2,22/05/2012,NW_238569
Myriophyllum heterophyllum,TP,0.04,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TN,3.4,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TP,0.063,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TN,2.6,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,HCO3,81,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,HCO3,73,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TN,3,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TP,0.073,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TP,0.07,3,03/08/2009,ST_2152030
Myriophyllum heterophyllum,HCO3,90,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,pH,7.2,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,TP,0.077,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,pH,7,3,03/08/2009,ST_2152030
Myriophyllum heterophyllum,HCO3,71,3,17/07/2012,SN_OBF53780
Myriophyllum heterophyllum,pH,6.8,3,03/08/2009,ST_2152030
Myriophyllum heterophyllum,TP,0.11,3,03/08/2009,ST_2152030
Myriophyllum heterophyllum,pH,7.3,3,17/07/2012,SN_OBF53780
Myriophyllum spicatum,pH,8.2,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,pH,8.2,2,01/09/2008,NW_137534
Myriophyllum spicatum,TN,3.4,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TN,3.1,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,TN,3.5,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TN,6.62,1,23/08/2011,NW_619504
Myriophyllum spicatum,TN,3.3,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,TN,3.7,1,22/08/2011,NW_800132
Myriophyllum spicatum,TN,2.9,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TN,2.6,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,pH,8.1,2,01/09/2008,NW_137534
Myriophyllum spicatum,pH,7.7,2,05/09/2006,NW_558278
Myriophyllum spicatum,TN,2.5,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TN,3,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,pH,8.2,4,02/07/2012,NW_686256
Myriophyllum spicatum,TN,7.5,1,22/06/2009,NW_806547
Myriophyllum spicatum,pH,7.7,3,01/08/2012,NW_315151
Myriophyllum spicatum,TN,4.1,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TP,0.21,2,01/09/2008,NW_137534
Myriophyllum spicatum,TP,0.25,3,12/08/2010,NW_728706
Myriophyllum spicatum,TP,0.13,3,25/07/2012,ST_417125
Myriophyllum spicatum,TN,3.3,1,22/08/2011,NW_800132
Myriophyllum spicatum,TN,4.73,4,02/07/2012,NW_686256
Myriophyllum spicatum,TN,2.3,1,22/08/2011,NW_800132
Myriophyllum spicatum,pH,7.7,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,pH,7.2,5,11/08/2007,SN_OBF28201
Myriophyllum spicatum,pH,8.4,2,17/06/2009,NW_145701
Myriophyllum spicatum,pH,8.4,1,22/08/2011,NW_800132
Myriophyllum spicatum,pH,8.5,3,27/08/2009,ST_310040
Myriophyllum spicatum,pH,8.17,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,pH,8.21,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,pH,7.8,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,TP,0.041,2,29/07/2008,SN_OBF21400
Myriophyllum spicatum,pH,7.7,3,12/08/2010,NW_728706
Myriophyllum spicatum,pH,8.6,1,30/07/2010,BW_KR026.00
Myriophyllum spicatum,TP,0.111,3,27/08/2010,BW_QQ501.00
Myriophyllum spicatum,pH,8.12,2,01/09/2008,NW_137534
Myriophyllum spicatum,pH,8.3,2,18/08/2009,NW_805180
Myriophyllum spicatum,HCO3,146,3,11/07/2014,ST_410720
Myriophyllum spicatum,TP,0.25,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,pH,7.79,2,05/09/2006,NW_558278
Myriophyllum spicatum,TP,0.04,1,11/07/2010,NW_736818
Myriophyllum spicatum,TN,4.8,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,TP,0.098,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,TP,0.21,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,TN,3.2,3,28/07/2009,SN_OBF35350
Myriophyllum spicatum,HCO3,189,3,11/07/2014,ST_410720
Myriophyllum spicatum,pH,7.3,3,23/09/2012,NW_138009
Myriophyllum spicatum,TN,3.4,1,22/08/2011,NW_800132
Myriophyllum spicatum,HCO3,79.3,3,06/08/2014,ST_2150020
Myriophyllum spicatum,pH,8,1,10/06/2009,NW_741917
Myriophyllum spicatum,pH,7.9,1,22/08/2011,NW_800132
Myriophyllum spicatum,TP,0.14,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,pH,8.1,1,22/08/2011,NW_800132
Myriophyllum spicatum,TN,9.9,1,22/06/2009,NW_806547
Myriophyllum spicatum,TP,0.17,3,21/08/2014,ST_310140
Myriophyllum spicatum,pH,8.09,2,28/05/2008,NW_225800
Myriophyllum spicatum,TP,0.03,1,11/07/2010,NW_736818
Myriophyllum spicatum,TP,0.05,1,11/07/2010,NW_736818
Myriophyllum spicatum,TP,0.15,2,18/08/2009,NW_805180
Myriophyllum spicatum,pH,8,4,25/07/2012,NW_125258
Myriophyllum spicatum,TN,5.6,1,22/06/2009,NW_806547
Myriophyllum spicatum,pH,8.1,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,pH,8.1,4,02/07/2012,NW_686256
Myriophyllum spicatum,TP,0.12,1,22/08/2011,NW_800132
Myriophyllum spicatum,TP,0.17,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,TP,0.091,1,27/09/2011,SN_OBF32300
Myriophyllum spicatum,TN,4.27,4,25/07/2012,NW_125258
Myriophyllum spicatum,TP,0.13,2,18/08/2009,NW_805180
Myriophyllum spicatum,TP,0.048,2,29/07/2008,SN_OBF21400
Myriophyllum spicatum,TN,4.46,4,25/07/2012,NW_125258
Myriophyllum spicatum,TN,4.94,4,25/07/2012,NW_125258
Myriophyllum spicatum,TN,3.6,1,25/06/2009,NW_803250
Myriophyllum spicatum,TN,6.6,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,TP,0.19,1,22/08/2011,NW_800132
Myriophyllum spicatum,TN,5.3,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,pH,8.1,1,20/07/2012,NW_831104
Myriophyllum spicatum,TP,0.24,1,22/08/2011,NW_800132
Myriophyllum spicatum,TP,0.17,1,22/08/2011,NW_800132
Myriophyllum spicatum,pH,8.2,1,25/06/2012,NW_126615
Myriophyllum spicatum,TP,0.12,3,21/08/2014,ST_310140
Myriophyllum spicatum,HCO3,98,2,16/09/2008,SN_OBF00100
Myriophyllum spicatum,HCO3,100,2,16/09/2008,SN_OBF00100
Myriophyllum spicatum,TN,4.2,1,07/08/2014,ST_310110
Myriophyllum spicatum,pH,7.91,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,TN,6.1,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,pH,8,2,25/08/2009,NW_801987
Myriophyllum spicatum,TN,5.2,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,TN,6.9,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,pH,7.6,3,01/08/2012,NW_315151
Myriophyllum spicatum,TP,0.1623,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,TN,4.7,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,TN,4.2,1,20/07/2012,NW_831104
Myriophyllum spicatum,TP,0.1874,2,28/08/2012,TH_TH_2420
Myriophyllum spicatum,TN,8.6,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,HCO3,372,3,22/07/2014,ST_410915
Myriophyllum spicatum,pH,8.5,3,21/08/2014,ST_310140
Myriophyllum spicatum,pH,7.9,1,10/06/2009,NW_741917
Myriophyllum spicatum,TP,0.2802,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,TN,5.4,1,17/06/2009,SN_OBF00200
Myriophyllum spicatum,TP,0.2724,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,TP,0.04,2,25/08/2009,NW_801987
Myriophyllum spicatum,TP,0.15,3,25/07/2012,ST_417125
Myriophyllum spicatum,TP,0.14,2,01/09/2008,NW_137534
Myriophyllum spicatum,TP,0.16,2,18/08/2009,NW_805180
Myriophyllum spicatum,TN,1.08,2,26/08/2008,MV_OHAWST_2
Myriophyllum spicatum,TP,0.06,2,25/08/2009,NW_801987
Myriophyllum spicatum,TN,3.7,1,07/07/2009,NW_801446
Myriophyllum spicatum,TP,0.1749,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,TP,0.105,3,27/08/2010,BW_QQ501.00
Myriophyllum spicatum,pH,7.63,1,02/10/2012,TH_TH_722811
Myriophyllum spicatum,pH,8.3,1,25/06/2012,NW_126615
Myriophyllum spicatum,pH,7.9,2,18/08/2009,NW_805180
